Date,Price,Volume,Change
2/8/2020,10158,340301630,2.55%
2/9/2020,9858,406256358,-3.04%
2/10/2020,10269,495614708,4.01%
2/11/2020,10348,449510879,0.76%
2/12/2020,10233,507955952,-1.12%
2/13/2020,10360,297409587,1.23%
2/14/2020,9905,300819429,-4.59%
2/15/2020,9926,272176495,0.20%
2/16/2020,9702,359702988,-2.30%
2/17/2020,10183,382869719,4.72%
2/18/2020,9602,473100344,-6.04%
2/19/2020,9609,352949374,0.07%
2/20/2020,9698,293546157,0.92%
2/21/2020,9671,118171545,-0.27%
2/22/2020,9977,228093372,3.07%
2/23/2020,9664,331102536,-3.24%
2/24/2020,9316,329372825,-3.74%
2/25/2020,8794,588359496,-5.94%
2/26/2020,8822,413657559,0.32%
2/27/2020,8719,360795192,-1.17%
2/28/2020,8545,146455562,-2.03%
2/29/2020,8549,219324311,0.05%
3/1/2020,8920,290280969,4.15%
3/2/2020,8766,252211806,-1.76%
3/3/2020,8774,194233894,0.09%
3/4/2020,9075,305196274,3.32%
3/5/2020,9160,192168164,0.93%
3/6/2020,8904,187063952,-2.88%
3/7/2020,8058,533371350,-10.50%
3/8/2020,7944,682781069,-1.43%
3/9/2020,7895,427332546,-0.63%
3/10/2020,7945,372704355,0.64%
3/11/2020,4917,1769476929,-61.60%
3/12/2020,5633,1663092006,12.71%
3/13/2020,5182,474539626,-8.70%
3/14/2020,5357,568696763,3.27%
3/15/2020,5045,996661883,-6.18%
3/16/2020,5338,618671972,5.48%
3/17/2020,5413,576456806,1.39%
3/18/2020,6185,868668217,12.48%
3/19/2020,6206,947038098,0.35%
3/20/2020,6195,415771089,-0.18%
3/21/2020,5828,457211402,-6.30%
3/22/2020,6504,667919370,10.38%
3/23/2020,6767,700444488,3.90%
3/24/2020,6694,566264216,-1.09%
3/25/2020,6758,302121295,0.94%
3/26/2020,6383,381303012,-5.88%
3/27/2020,6252,378476571,-2.08%
3/28/2020,5882,286789900,-6.30%
3/29/2020,6403,445848282,8.14%
3/30/2020,6424,233613490,0.32%
3/31/2020,6664,377164251,3.60%
4/1/2020,6804,635319848,2.07%
4/2/2020,6744,379639120,-0.90%
4/3/2020,6876,230044243,1.92%
4/4/2020,6782,182019862,-1.39%
4/5/2020,7347,560075870,7.70%
4/6/2020,7202,516422837,-2.02%
4/7/2020,7367,445330044,2.25%
4/8/2020,7295,321287690,-1.00%
4/9/2020,6876,440132415,-6.08%
4/10/2020,6888,171352840,0.16%
4/11/2020,6914,297514761,0.38%
4/12/2020,6859,426458894,-0.79%
4/13/2020,6879,307409557,0.29%
4/14/2020,6630,336722797,-3.77%
4/15/2020,7115,685621725,6.82%
4/16/2020,7037,324325511,-1.10%
4/17/2020,7264,258251103,3.13%
4/18/2020,7133,211422410,-1.84%
4/19/2020,6842,452319849,-4.24%
4/20/2020,6855,305844254,0.18%
4/21/2020,7135,308254466,3.93%
4/22/2020,7489,599195848,4.72%
4/23/2020,7509,389027134,0.27%
4/24/2020,7547,227962632,0.50%
4/25/2020,7701,251857766,2.01%
4/26/2020,7787,374439202,1.11%
4/27/2020,7760,297442242,-0.35%
4/28/2020,8785,1324299206,11.66%
4/29/2020,8638,1439132257,-1.71%
4/30/2020,8829,620133840,2.17%
5/1/2020,8981,321429140,1.69%
5/2/2020,8907,534161420,-0.83%
5/3/2020,8882,568639005,-0.29%
5/4/2020,9030,538111123,1.64%
5/5/2020,9153,818515486,1.35%
5/6/2020,10000,1213223440,8.47%
5/7/2020,9808,907665362,-1.96%
5/8/2020,9541,580103588,-2.80%
5/9/2020,8735,1159765921,-9.23%
5/10/2020,8569,1259789388,-1.94%
5/11/2020,8821,580579257,2.86%
5/12/2020,9317,622255319,5.33%
5/13/2020,9793,936692998,4.86%
5/14/2020,9312,798930934,-5.17%
5/15/2020,9387,348262439,0.80%
5/16/2020,9671,505834873,2.93%
5/17/2020,9723,606235218,0.54%
5/18/2020,9780,587660020,0.59%
5/19/2020,9509,593918718,-2.85%
5/20/2020,9059,798218782,-4.97%
5/21/2020,9171,405255700,1.22%
5/22/2020,9186,217819517,0.17%
5/23/2020,8718,412753415,-5.36%
5/24/2020,8901,386241518,2.06%
5/25/2020,8845,352930782,-0.64%
5/26/2020,9205,381475135,3.91%
5/27/2020,9580,530613444,3.92%
5/28/2020,9425,379875666,-1.65%
5/29/2020,9700,235049817,2.84%
5/30/2020,9450,212143032,-2.64%
5/31/2020,10211,435270238,7.45%
6/1/2020,9524,812990990,-7.22%
6/2/2020,9666,316212539,1.47%
6/3/2020,9795,418578381,1.31%
6/4/2020,9622,406449067,-1.79%
6/5/2020,9671,221180783,0.51%
6/6/2020,9751,374577294,0.81%
6/7/2020,9783,318606276,0.33%
6/8/2020,9780,376816490,-0.03%
6/9/2020,9892,395005943,1.13%
6/10/2020,9268,827582594,-6.73%
6/11/2020,9464,384322098,2.07%
6/12/2020,9475,156509666,0.11%
6/13/2020,9334,181308843,-1.51%
6/14/2020,9430,616170633,1.02%
6/15/2020,9527,378768703,1.02%
6/16/2020,9459,325191529,-0.71%
6/17/2020,9381,236301644,-0.84%
6/18/2020,9302,295439172,-0.85%
6/19/2020,9359,182464228,0.61%
6/20/2020,9293,123480945,-0.71%
6/21/2020,9692,393567344,4.11%
6/22/2020,9624,296221140,-0.70%
6/23/2020,9293,461570782,-3.57%
6/24/2020,9241,435446758,-0.56%
6/25/2020,9158,371373315,-0.91%
6/26/2020,9007,254990739,-1.68%
6/27/2020,9120,179558603,1.24%
6/28/2020,9187,283764928,0.73%
6/29/2020,9136,213905503,-0.55%
6/30/2020,9239,274835041,1.11%
7/1/2020,9093,343433369,-1.61%
7/2/2020,9066,198428092,-0.29%
7/3/2020,9142,147598291,0.83%
7/4/2020,9081,159006413,-0.67%
7/5/2020,9347,340664721,2.84%
7/6/2020,9257,239497399,-0.97%
7/7/2020,9439,350318106,1.93%
7/8/2020,9239,280648694,-2.17%
7/9/2020,9289,224680670,0.53%
7/10/2020,9237,108899835,-0.56%
7/11/2020,9301,151649368,0.69%
7/12/2020,9238,240081841,-0.68%
7/13/2020,9256,238308477,0.20%
7/14/2020,9193,216386874,-0.68%
7/15/2020,9133,254255550,-0.66%
7/16/2020,9157,187710134,0.26%
7/17/2020,9177,109563332,0.22%
7/18/2020,9216,117297958,0.42%
7/19/2020,9164,171877003,-0.56%
7/20/2020,9393,337645739,2.43%
7/21/2020,9537,281661129,1.51%
7/22/2020,9615,415079930,0.81%
7/23/2020,9550,323092524,-0.68%
7/24/2020,9708,233301044,1.63%
7/25/2020,9942,417337407,2.35%
7/26/2020,11043,1363674374,9.97%
7/27/2020,10933,938667838,-1.00%
7/28/2020,11112,689206497,1.61%
7/29/2020,11114,503563544,0.01%
7/30/2020,11353,608151204,2.11%
7/31/2020,11812,741252934,3.89%
8/1/2020,11064,721639453,-6.77%
8/2/2020,11235,473995003,1.52%
8/3/2020,11194,393301819,-0.36%
8/4/2020,11752,555395574,4.75%
8/5/2020,11771,587033760,0.16%
8/6/2020,11604,651142053,-1.44%
8/7/2020,11771,271582305,1.42%
8/8/2020,11686,231830330,-0.72%
8/9/2020,11897,667803526,1.77%
8/10/2020,11389,724227265,-4.46%
8/11/2020,11570,430758055,1.57%
8/12/2020,11791,487564727,1.87%
8/13/2020,11775,437825096,-0.14%
8/14/2020,11861,369258185,0.73%
8/15/2020,11918,260716863,0.48%
8/16/2020,12301,682170133,3.12%
8/17/2020,11957,604246044,-2.88%
8/18/2020,11760,590122895,-1.67%
8/19/2020,11863,510502417,0.87%
8/20/2020,11527,745059090,-2.92%
8/21/2020,11670,572197826,1.23%
8/22/2020,11652,388308826,-0.16%
8/23/2020,11756,459366141,0.89%
8/24/2020,11331,583786229,-3.76%
8/25/2020,11467,309986443,1.19%
8/26/2020,11331,464957173,-1.20%
8/27/2020,11535,353027934,1.77%
8/28/2020,11480,187746013,-0.48%
8/29/2020,11717,190649396,2.01%
8/30/2020,11658,307926586,-0.50%
8/31/2020,11927,537292264,2.25%
9/1/2020,11398,618129314,-4.64%
9/2/2020,10175,894736679,-12.02%
9/3/2020,10467,562742223,2.80%
9/4/2020,10168,614402772,-2.94%
9/5/2020,10260,300644747,0.90%
9/6/2020,10379,422137373,1.14%
9/7/2020,10129,553186747,-2.47%
9/8/2020,10229,346738492,0.98%
9/9/2020,10346,452098495,1.13%
9/10/2020,10399,266084892,0.51%
9/11/2020,10448,184001055,0.47%
9/12/2020,10332,299956975,-1.12%
9/13/2020,10678,359274837,3.24%
9/14/2020,10787,369481767,1.00%
9/15/2020,10957,372894155,1.56%
9/16/2020,10945,293584350,-0.11%
9/17/2020,10938,248821619,-0.07%
9/18/2020,11084,193207450,1.31%
9/19/2020,10922,237773867,-1.48%
9/20/2020,10418,473754186,-4.83%
9/21/2020,10535,301280977,1.11%
9/22/2020,10238,277589382,-2.90%
9/23/2020,10743,304956298,4.70%
9/24/2020,10694,360929423,-0.46%
9/25/2020,10734,148097714,0.37%
9/26/2020,10781,148127427,0.44%
9/27/2020,10699,350615326,-0.77%
9/28/2020,10841,334584439,1.31%
9/29/2020,10779,317604087,-0.57%
9/30/2020,10623,422940487,-1.47%
10/1/2020,10577,355424409,-0.44%
10/2/2020,10552,110570157,-0.23%
10/3/2020,10676,111420779,1.16%
10/4/2020,10795,255950434,1.11%
10/5/2020,10604,329346366,-1.80%
10/6/2020,10673,208253473,0.64%
10/7/2020,10929,423807796,2.35%
10/8/2020,11059,359802403,1.17%
10/9/2020,11302,296925751,2.15%
10/10/2020,11376,202131016,0.65%
10/11/2020,11540,478557075,1.42%
10/12/2020,11427,383360257,-0.98%
10/13/2020,11429,259711904,0.02%
10/14/2020,11508,377801263,0.69%
10/15/2020,11326,332320579,-1.61%
10/16/2020,11368,112306061,0.36%
10/17/2020,11513,131886571,1.27%
10/18/2020,11757,456404610,2.07%
10/19/2020,11922,576128150,1.38%
10/20/2020,12813,1296152946,6.96%
10/21/2020,12990,739591002,1.36%
10/22/2020,12937,416662856,-0.41%
10/23/2020,13126,273005905,1.44%
10/24/2020,13041,368884233,-0.65%
10/25/2020,13069,460984686,0.22%
10/26/2020,13646,603406480,4.23%
10/27/2020,13286,434942188,-2.71%
10/28/2020,13462,555737562,1.31%
10/29/2020,13566,756044941,0.76%
10/30/2020,13803,600104834,1.72%
10/31/2020,13762,286724152,-0.30%
11/1/2020,13571,453096298,-1.40%
11/2/2020,14024,300271387,3.23%
11/3/2020,14158,423118194,0.95%
11/4/2020,15600,625288741,9.24%
11/5/2020,15591,538014394,-0.06%
11/6/2020,14838,388303730,-5.07%
11/7/2020,15488,285202500,4.20%
11/8/2020,15335,492570531,-1.00%
11/9/2020,15314,352628989,-0.14%
11/10/2020,15707,717920492,2.50%
11/11/2020,16307,1074746062,3.68%
11/12/2020,16333,694320640,0.16%
11/13/2020,16076,452657738,-1.60%
11/14/2020,15965,286912255,-0.70%
11/15/2020,16721,685608661,4.53%
11/16/2020,17682,1072294335,5.43%
11/17/2020,17786,1441862086,0.59%
11/18/2020,17825,859856046,0.22%
11/19/2020,18673,939934212,4.54%
11/20/2020,18704,705040527,0.17%
11/21/2020,18431,796767992,-1.48%
11/22/2020,18386,902518529,-0.24%
11/23/2020,19157,1403472685,4.03%
11/24/2020,18726,1141495120,-2.30%
11/25/2020,17176,2220672633,-9.02%
11/26/2020,17155,1034426524,-0.12%
11/27/2020,17740,605284902,3.30%
11/28/2020,18199,489679990,2.52%
11/29/2020,19687,1493787961,7.56%
11/30/2020,18792,1743191339,-4.76%
12/1/2020,19226,903817774,2.26%
12/2/2020,19448,747088833,1.14%
12/3/2020,18665,804366524,-4.20%
12/4/2020,19157,388466884,2.57%
12/5/2020,19379,405708588,1.15%
12/6/2020,19181,477334575,-1.03%
12/7/2020,18324,866543429,-4.68%
12/8/2020,18550,1057335071,1.22%
12/9/2020,18250,684802762,-1.64%
12/10/2020,18035,809318888,-1.20%
12/11/2020,18815,484239535,4.15%
12/12/2020,19169,592021818,1.85%
12/13/2020,19275,456841100,0.55%
12/14/2020,19442,819839290,0.86%
12/15/2020,21352,1949841495,8.95%
12/16/2020,22822,3194654468,6.44%
12/17/2020,23136,1362467582,1.35%
12/18/2020,23845,1268054141,2.97%
12/19/2020,23467,1014224950,-1.61%
12/20/2020,22727,1750627321,-3.26%
12/21/2020,23823,1149767379,4.60%
12/22/2020,23240,1552020952,-2.51%
12/23/2020,23724,923848543,2.04%
12/24/2020,24708,1199894883,3.98%
12/25/2020,26446,1611547513,6.57%
12/26/2020,26249,2463390777,-0.75%
12/27/2020,27039,1402005894,2.92%
12/28/2020,27361,1479551412,1.17%
12/29/2020,28890,1993721842,5.29%
12/30/2020,28972,1924969475,0.29%
12/31/2020,29389,1487306219,1.42%
1/1/2021,32204,3750440818,8.74%
1/2/2021,33063,3132759315,2.60%
1/3/2021,32031,3901979150,-3.22%
1/4/2021,34038,3037657026,5.90%
1/5/2021,36850,3788317476,7.63%
1/6/2021,39479,4753170181,6.66%
1/7/2021,40636,4705592327,2.85%
1/8/2021,40237,2241901362,-0.99%
1/9/2021,38202,3983391029,-5.33%
1/10/2021,35496,8100819368,-7.62%
1/11/2021,34058,3999535589,-4.22%
1/12/2021,37381,3198683392,8.89%
1/13/2021,39156,2895085049,4.53%
1/14/2021,36790,3288447635,-6.43%
1/15/2021,36025,1995053500,-2.12%
1/16/2021,35840,1806688237,-0.52%
1/17/2021,36623,1554686784,2.14%
1/18/2021,35933,1787957383,-1.92%
1/19/2021,35501,2316775668,-1.22%
1/20/2021,30840,4019512127,-15.11%
1/21/2021,33008,3353813976,6.57%
1/22/2021,32107,1269262152,-2.81%
1/23/2021,32284,1061008072,0.55%
1/24/2021,32275,1960131215,-0.03%
1/25/2021,32517,1886292212,0.74%
1/26/2021,30423,3149650799,-6.88%
1/27/2021,33444,2463162479,9.03%
1/28/2021,34252,6015929350,2.36%
1/29/2021,34318,1574213551,0.19%
1/30/2021,33143,1176981987,-3.54%
1/31/2021,33536,1623291067,1.17%
2/1/2021,35524,1789698965,5.60%
2/2/2021,37677,2340630205,5.71%
2/3/2021,36983,2767003412,-1.88%
2/4/2021,36981,96928930,-0.01%
