Date,Open,High,Low,Close,Adj Close,Volume,
2016-08-18,38.73,40.650002,38.68,40.25,40.25,2196900,0.924610678
2016-08-19,40.369999,42.790001,40.25,42.41,42.41,1738500,0.538510173
2016-09-06,42.82,43.57,42.5,43.189999,43.189999,810200,0.586183771
2016-09-08,42.700001,43.48,42.389999,43.209999,43.209999,651100,0.957515833
2016-09-12,40.080002,42.330002,39.779999,41.630001,41.630001,1029500,0.017008042
2016-09-16,41.860001,41.860001,40.810001,41.490002,41.490002,689300,0.409184799
2016-09-20,43.130001,43.32,41.52,42.459999,42.459999,973200,0.355028534
2016-09-22,44.990002,45.200001,43.599998,43.860001,43.860001,1021600,0.605888262
2016-09-23,43.860001,43.970001,42.860001,43.349998,43.349998,627800,0.415055163
2016-09-26,43.119999,43.470001,42.900002,43.200001,43.200001,423000,0.838054093
2016-09-29,43.009998,44.119999,42.630001,42.959999,42.959999,665900,0.803824786
2016-10-21,42.720001,43.669998,42.720001,43.48,43.48,330600,0.053606417
2016-10-24,43.75,44.240002,43.549999,43.860001,43.860001,331300,0.008461118
2016-11-01,41.310001,41.889999,40.689999,40.779999,40.779999,937100,0.145213029
2016-11-04,40.18,40.669998,38.970001,39.150002,39.150002,935700,0.483855365
2016-11-07,40.470001,40.470001,39.540001,40.150002,40.150002,824800,0.016535137
2016-11-09,39.790001,41.130001,39.529999,40.580002,40.580002,1086100,0.146533648
2016-11-10,40.73,41.540001,39.5,40.09,40.09,939400,0.632459132
2016-11-11,39.880001,40.049999,38.919998,39.66,39.66,891400,0.614314322
2016-11-14,39.950001,39.950001,37.740002,37.900002,37.900002,1178700,0.908017338
2016-11-15,37.98,40.360001,37.900002,39.919998,39.919998,941500,0.333645671
2016-11-25,43.459999,43.674999,43.049999,43.27,43.27,207100,0.957982661
2016-12-05,39.470001,41.23,39.470001,40.57,40.57,889900,0.596034373
2016-12-07,41.169998,41.209999,40.049999,40.720001,40.720001,535200,0.926748566
2016-12-08,41.09,42.985001,40.539001,42.630001,42.630001,1115400,0.195717063
2016-12-09,43,43.669998,41.779999,42.220001,42.220001,713100,0.469663358
2017-01-04,43.259998,44.419998,42.849998,44.139999,44.139999,848100,0.539702452
2017-01-06,47.360001,47.650002,45.700001,46.900002,46.900002,2061300,0.322778488
2017-01-13,48.580002,49.43,48.02,48.099998,48.099998,1054200,0.66212459
2017-01-18,49.66,50,49.040001,49.98,49.98,845700,0.033195307
2017-01-19,50.119999,51.130001,49.900002,50.66,50.66,1000300,0.617584338
2017-01-20,50.77,51.369999,49.870998,50.09,50.09,916300,0.01334358
2017-01-24,49.860001,50,48.93,49.419998,49.419998,852300,0.811521623
2017-01-26,51.810001,52,50.650002,51.009998,51.009998,837100,0.818459739
2017-01-27,51,51.639999,51,51.540001,51.540001,532300,0.565260967
2017-02-01,51.639999,51.707001,50.619999,51.189999,51.189999,551900,0.607149745
2017-02-02,51.18,52.650002,51.040001,52.32,52.32,954800,0.563352344
2017-02-06,52.189999,52.740002,51.459999,52.68,52.68,421000,0.026964429
2017-02-07,52.990002,53.66,52.650002,53.130001,53.130001,680900,0.710346362
2017-02-09,53.75,55,53.75,54.610001,54.610001,900000,0.149571238
2017-02-15,54.869999,61.490002,54.299999,60.610001,60.610001,5696900,0.605903348
2017-02-22,63,63.799999,61.779999,63.59,63.59,1198400,0.547849501
2017-02-24,62.02,62.279999,60.591,61.75,61.75,1168400,0.042726591
2017-03-01,60.169998,60.169998,59.02,59.650002,59.650002,1101800,0.492323931
2017-03-03,59.639999,60.380001,59.119999,60.290001,60.290001,989300,0.00887885
2017-03-07,59.290001,60.66,59.200001,60.130001,60.130001,1083400,0.163534887
2017-03-13,64.379997,65.209999,63.959999,64.93,64.93,1003200,0.109511043
2017-03-14,64.620003,64.730003,63.52,63.830002,63.830002,701800,0.998802393
2017-03-20,67.360001,68.916,67.199997,68.860001,68.860001,1805900,0.642244828
2017-03-27,68.300003,70.75,67.330002,70.400002,70.400002,1620900,0.072492621
2017-03-29,72.779999,72.989998,70.800003,72.720001,72.720001,1565400,0.933077251
2017-03-30,72.690002,72.864998,68.720001,69.050003,69.050003,3092500,0.36610729
2017-03-31,67.860001,69.440002,67.050003,68.089996,68.089996,2664200,0.875942325
2017-04-05,68.849998,69.639999,67.730003,67.889999,67.889999,1013700,0.338791979
2017-04-06,67.910004,68.875,67.910004,68.519997,68.519997,840200,0.358582438
2017-04-07,68.580002,68.982002,68.279999,68.709999,68.709999,475000,0.445304185
2017-04-11,69.120003,69.699997,67.449997,69.059998,69.059998,965900,0.429371841
2017-04-25,76.029999,76.760002,74.459999,76.650002,76.650002,1765000,0.721060258
2017-05-01,75.699997,77.779999,74.82,77.260002,77.260002,2513400,0.898048301
2017-05-04,82.93,82.93,81.040001,81.349998,81.349998,1398100,0.984122337
2017-05-15,94.440002,95.879997,93.510002,94.239998,94.239998,2327200,0.898106615
2017-05-16,94.959999,95.849998,92.599998,94.93,94.93,2276700,0.51486986
2017-05-23,90.860001,91.25,89.629997,90.019997,90.019997,1991300,0.471882524
2017-05-24,90.190002,91.5,90.07,90.809998,90.809998,1243100,0.806341606
2017-05-30,91.099998,93.239998,89.690002,90.57,90.57,1970300,0.356327157
2017-06-05,98.349998,99.379997,96.110001,97.480003,97.480003,2128300,0.054986907
2017-06-08,97.279999,98.860001,95.639999,98.839996,98.839996,1401200,0.228549273
2017-06-13,87.389999,90.559998,84.475998,86.93,86.93,3955500,0.099694025
2017-06-14,87.470001,88.199997,84.43,85.360001,85.360001,2123600,0.804837203
2017-06-19,88.279999,90.839996,87.790001,90.559998,90.559998,2183500,0.436129418
2017-06-22,91.32,92.110001,90.269997,91.370003,91.370003,1013300,0.451911072
2017-06-27,91.239998,92.199997,86.800003,87.040001,87.040001,2175900,0.097573648
2017-07-05,85.629997,89.470001,85.580002,88.110001,88.110001,1783800,0.084268099
2017-07-13,95.739998,96.800003,92.510002,93.019997,93.019997,1790000,0.102193455
2017-07-14,93.830002,93.889999,91.699997,92.410004,92.410004,1021700,0.927389423
2017-07-18,91.290001,93.903,90.110001,93.18,93.18,1432400,0.577976476
2017-07-20,92.43,92.830002,90.190002,90.870003,90.870003,961500,0.634249294
2017-07-27,94.699997,95.5,88.639999,90.43,90.43,2221000,0.986399159
2017-08-02,104.5,104.540001,97.290001,98.349998,98.349998,4507800,0.62869524
2017-08-04,97.32,98.440002,96.029999,96.279999,96.279999,1479200,0.210759863
2017-08-07,96.449997,99.099998,96.43,97.790001,97.790001,1077600,0.17700972
2017-08-10,94.480003,94.480003,88.209999,88.400002,88.400002,3396600,0.155665352
2017-08-16,93.629997,94.870003,93.010002,94.610001,94.610001,750000,0.856918056
2017-08-18,93.57,95.148003,93.021004,94.580002,94.580002,988600,0.227753342
2017-08-23,97.82,102.800003,97.139999,102.459999,102.459999,2374300,0.07237722
2017-08-24,102.900002,106.900002,102.75,106.529999,106.529999,3377800,0.204246365
2017-08-29,101.699997,105,101.330002,104.370003,104.370003,1137200,0.11664023
2017-08-31,109.260002,111.57,108.309998,110.919998,110.919998,1604300,0.411350078
2017-09-01,111.809998,112,109.860001,110.860001,110.860001,1022200,0.562201946
2017-09-06,110.900002,111.940002,108.75,110.220001,110.220001,1140300,0.486674791
2017-09-07,110.470001,113.529999,110.139999,113.459999,113.459999,1138500,0.286757683
2017-09-08,113.290001,114.879997,112.400002,113.610001,113.610001,924500,0.398466485
2017-09-11,115.440002,118.603996,114.900002,117.989998,117.989998,1428800,0.489709223
2017-09-20,122.82,123.629997,117.400002,119.290001,119.290001,1828400,0.307659598
2017-09-21,118.860001,120.837997,116.260002,120.150002,120.150002,1290200,0.579468934
2017-09-26,116.099998,117.709999,111.879997,113.379997,113.379997,1807000,0.982643857
2017-09-28,117.519997,117.68,115.120003,116.449997,116.449997,889100,0.873556839
2017-10-04,116.830002,116.93,100.75,103.300003,103.300003,20895900,0.794181644
2017-10-09,96.519997,98.489998,96.040001,97.379997,97.379997,2968000,0.324482158
2017-10-11,91.910004,96.669998,91.900002,95.019997,95.019997,6215000,0.02169677
2017-10-16,94.5,97.211998,93.339996,96.980003,96.980003,2952400,0.717674929
2017-10-17,97,97.510002,95.400002,96.209999,96.209999,2475400,0.173588578
2017-10-20,98.599998,102.5,98.550003,102.099998,102.099998,3293000,0.803496979
2017-10-23,103.089996,104.139999,101.400002,102.910004,102.910004,2429200,0.469679551
2017-10-25,107.25,108.529999,100.700996,102.989998,102.989998,4140500,0.458596312
2017-10-26,103.010002,105.5,102.720001,104.110001,104.110001,1566800,0.869414867
2017-10-27,106.690002,108,105.199997,107.269997,107.269997,2341800,0.027355072
2017-10-30,108.290001,109.449997,105.169998,109.360001,109.360001,3249700,0.599051884
2017-11-01,99.739998,100.5,95,96.199997,96.199997,5505100,0.929208998
2017-11-09,98.370003,98.650002,95.550003,97.029999,97.029999,1680300,0.197760261
2017-11-13,99.019997,99.25,97.769997,98.769997,98.769997,1046000,0.787898827
2017-11-21,110.029999,112.379997,109.650002,110.169998,110.169998,1905500,0.161390164
2017-11-30,105.610001,105.815002,103.150002,103.82,103.82,1160100,0.121137938
2017-12-04,105.269997,105.269997,96.190002,96.620003,96.620003,2740800,0.110083979
2017-12-07,96.519997,99.970001,96.108002,99.790001,99.790001,1599200,0.056192913
2017-12-12,101.5,104,100.5,101.400002,101.400002,1083700,0.712519246
2017-12-13,101.879997,104.220001,101.860001,103.209999,103.209999,932900,0.542998089
2017-12-26,102.410004,105.389999,101.550003,104.839996,104.839996,403700,0.783605517
2017-12-27,104.830002,105.199997,103.32,104.5,104.5,478200,0.610412047
2018-01-02,101.589996,105.720001,101.019997,105.489998,105.489998,1394500,0.489079987
2018-01-04,108.330002,110.059998,107.209999,109.949997,109.949997,1161000,0.104953549
2018-01-05,110.550003,111.769997,109.019997,110.580002,110.580002,771000,0.510093402
2018-01-08,109.989998,112.690002,109.989998,112.349998,112.349998,748700,0.986777144
2018-01-09,112.349998,113.669998,109.730003,110.730003,110.730003,744100,0.840838237
2018-01-10,109.699997,111.459999,109,111,111,667800,0.078524366
2018-01-11,111.07,111.75,110.5,111.129997,111.129997,639500,0.727539414
2018-01-19,115.099998,115.809998,114.599998,115.480003,115.480003,692900,0.826810028
2018-01-23,119.709999,120.059998,115.800003,118.690002,118.690002,1135000,0.725185508
2018-01-24,119.75,121.949997,118.25,119.669998,119.669998,1023800,0.750153891
2018-01-26,126.360001,130.470001,124,129.070007,129.070007,2037400,0.379842258
2018-01-29,129.699997,129.970001,125.220001,127.300003,127.300003,1721500,0.096614742
2018-01-30,121.699997,125.830002,119.089996,124.209999,124.209999,1737900,0.210152922
2018-01-31,126.120003,128.589996,125.580002,127.919998,127.919998,1217500,0.066085063
2018-02-01,127.029999,131.158997,125.699997,126.279999,126.279999,1168100,0.375848301
2018-02-06,113.809998,122.699997,112.059998,122.139999,122.139999,2705900,0.962451207
2018-02-07,122.75,127.699997,121.410004,123.339996,123.339996,1696000,0.000846818
2018-02-08,124.5,127.07,118.5,118.510002,118.510002,2102300,0.777025438
2018-02-12,123.300003,128.949997,122.174004,127.940002,127.940002,2702900,0.066282377
2018-02-13,127.75,130.419998,125.129997,126.059998,126.059998,1987800,0.400712994
2018-02-14,125.099998,138.160004,125.019997,137.559998,137.559998,4236800,0.601537209
2018-02-16,135.490005,138.660004,134.110001,137.529999,137.529999,2230900,0.147893419
2018-02-26,137.520004,138.320007,135.139999,136.270004,136.270004,1462600,0.06076561
2018-03-02,135,137.5,134.470001,136.75,136.75,1178200,0.492637453
2018-03-05,135.169998,139.850006,134,139.289993,139.289993,2027000,0.221717907
2018-03-07,139.949997,144.440002,139,143.679993,143.679993,1486300,0.25638953
2018-03-09,149.419998,150.470001,147.619995,149.160004,149.160004,1418700,0.086925329
2018-03-12,149.729996,150.149994,147.380005,148.149994,148.149994,790900,0.034993877
2018-03-16,147.210007,148.139999,145.360001,147.220001,147.220001,639600,0.080773379
2018-03-19,145.899994,148.190002,142.929993,145.619995,145.619995,1017600,0.20910106
2018-03-28,127.5,127.75,120.68,121.599998,121.599998,3657500,0.727896251
2018-03-29,120.900002,126.279999,118.57,124.589996,124.589996,2966600,0.729374153
2018-04-02,124.709999,127.5,120.300003,122.080002,122.080002,1843400,0.86618018
2018-04-05,123.75,125.519997,119.599998,120.139999,120.139999,1239900,0.035257097
2018-04-09,119.150002,123.709999,118.099998,118.949997,118.949997,1788600,0.681973897
2018-04-11,121.989998,124.199997,119.360001,119.529999,119.529999,1203200,0.061564269
2018-04-12,120.559998,121.249001,119.129997,120.75,120.75,1997800,0.585687737
2018-04-19,126.120003,129.580002,125.574997,126.669998,126.669998,1356600,0.076590495
2018-05-09,144,146.475006,143,146.100006,146.100006,1534200,0.398904747
2018-05-10,146.399994,146.970001,145.710007,146.229996,146.229996,1162200,0.419279158
2018-05-14,145.300003,148.289993,142.229996,142.639999,142.639999,1479500,0.39802294
2018-05-15,145.300003,145.300003,137.630005,142.5,142.5,1140700,0.273436772
2018-05-16,143.020004,144.630005,142.110001,142.279999,142.279999,713300,0.425476109
2018-05-17,142.220001,146.617996,141.899994,146.100006,146.100006,1440200,0.230569868
2018-05-22,140.699997,142.990005,137.309998,138.75,138.75,2760500,0.714819522
2018-05-23,138,141.25,137.5,140.830002,140.830002,997200,0.173458941
2018-05-29,143.320007,145.320007,141.800003,143.289993,143.289993,857400,0.013144446
2018-06-01,149.5,151.654999,147.539993,150.800003,150.800003,1307800,0.74944233
2018-06-04,151.929993,157.860001,151.75,156.910004,156.910004,1622400,0.693469995
2018-06-06,162.050003,165.770004,160.259995,165.360001,165.360001,1399600,0.018024792
2018-06-08,159.550003,163.830002,158.5,162.809998,162.809998,1056900,0.15432428
2018-06-11,163.199997,164.904007,160.029999,160.240005,160.240005,1079400,0.468269045
2018-06-13,165,171.130005,163.809998,165.089996,165.089996,2156000,0.291709362
2018-06-15,166.649994,169.358002,164.649994,168.440002,168.440002,841700,0.511242286
2018-06-21,173.479996,173.841003,164.350006,164.539993,164.539993,1764300,0.194133273
2018-06-22,166.520004,166.679993,160.070007,162.529999,162.529999,1232900,0.869102249
2018-06-25,160,160,151.050003,153.210007,153.210007,2180800,0.292848423
2018-06-29,147.820007,149.947998,145.350006,145.889999,145.889999,1205000,0.334297409
2018-07-05,153.149994,153.770004,149.960007,152.679993,152.679993,914900,0.282443234
2018-07-06,152.910004,157.339996,152,156.809998,156.809998,1073800,0.39138635
2018-07-09,158.789993,160.399994,154.240005,158.449997,158.449997,997000,0.247330534
2018-07-10,158.619995,160.365005,157.809998,158.979996,158.979996,776500,0.438511999
2018-07-13,167.720001,168.115005,163.740005,166.179993,166.179993,877100,0.477042005
2018-07-16,166.130005,169.399994,164.800003,165.350006,165.350006,1262300,0.019987006
2018-07-18,169.25,171.479996,167.031006,170.479996,170.479996,851600,0.12818518
2018-07-19,170,172.100006,168.179993,171.75,171.75,829100,0.206412412
2018-07-23,171.949997,174.132004,169,173.259995,173.259995,839700,0.350645629
2018-07-24,174.839996,176.598999,166.630005,168.339996,168.339996,1541500,0.866574568
2018-07-27,172.350006,172.350006,159.259995,160.149994,160.149994,2102000,0.43505773
2018-08-01,138.679993,140.218994,134.889999,136.360001,136.360001,2405200,0.259412145
2018-08-06,141.910004,142.410004,138,142.039993,142.039993,1196400,0.043931324
2018-08-07,143.149994,146.639008,141.169998,141.679993,141.679993,1013000,0.798822775
2018-08-09,142.210007,147.139999,142.199997,146.440002,146.440002,875200,0.221889209
2018-08-10,145.089996,151.179993,144.149994,149.220001,149.220001,1321600,0.524859049
2018-08-14,144.199997,145.740005,141.550003,144.380005,144.380005,1228400,0.612209098
2018-08-21,135.119995,137.779999,133.259995,133.440002,133.440002,1425400,0.356429379
2018-08-22,132.339996,138.5,132.339996,137.630005,137.630005,1265200,0.409114044
2018-08-23,138.039993,140.910004,137.050003,137.490005,137.490005,1042000,0.655629846
2018-08-24,139.600006,141.5,138.470993,140.580002,140.580002,1213100,0.872075378
2018-08-29,145.389999,146.5,143.770004,145.149994,145.149994,936700,0.472579127
2018-08-30,144.600006,146.483994,143.281006,144.809998,144.809998,812300,0.453679083
2018-09-04,146.100006,146.929993,143.610001,146.339996,146.339996,912100,0.401270221
2018-09-05,143.669998,144.125,136.5,139.970001,139.970001,2362300,0.18500635
2018-09-11,141.5,148.029999,140.391006,147.759995,147.759995,1320500,0.780433651
2018-09-12,147.759995,153.770004,146.220001,153.130005,153.130005,1711200,0.391520949
2018-09-13,154,158.5,153.949997,155.5,155.5,1259800,0.090090302
2018-09-17,157.919998,159.429993,153.449997,153.630005,153.630005,1654200,0.089225822
2018-10-03,157.509995,162.360001,157.190002,160.199997,160.199997,909500,0.70491698
2018-10-05,149.089996,151.410004,141.070007,145.600006,145.600006,1691300,0.557872031
2018-10-10,139.639999,139.951004,128.009995,130.100006,130.100006,2686300,0.339528251
2018-10-12,135.160004,136.970001,130.25,135.199997,135.199997,2034600,0.511229763
2018-10-15,134.990005,137,132.089996,135.699997,135.699997,1114200,0.369761015
2018-10-16,138.679993,146.070007,138.410004,145.830002,145.830002,1391100,0.97110058
2018-10-25,131.360001,138.339996,128.5,136.990005,136.990005,4484700,0.50179708
2018-10-29,136.830002,137.679993,125.080002,128.5,128.5,2156100,0.930734113
2018-11-01,138.770004,145.089996,135.669998,144.350006,144.350006,1796500,0.071890747
2018-11-02,144.350006,148.919998,142.259995,145.550003,145.550003,1947600,0.946692814
2018-11-05,143.949997,145,139.759995,141.029999,141.029999,1222500,0.574153143
2018-11-07,144.130005,149.5,143.139999,148.190002,148.190002,1528700,0.876343597
2018-11-09,147.289993,147.289993,138.600006,140.899994,140.899994,1726700,0.37833788
2018-11-12,139.289993,139.309998,130.899994,135.539993,135.539993,1687000,0.534776664
2018-11-26,137.880005,144.520004,137.479996,144.440002,144.440002,1581400,0.415351416
2018-11-27,142,146.899994,141.789993,144.470001,144.470001,1056100,0.798067147
2018-11-29,150,151.460007,146.251007,149.039993,149.039993,1133500,0.870765105
2018-12-07,156.979996,159.899994,145.199997,146.880005,146.880005,1636400,0.418182133
2018-12-10,146.070007,151.589996,143.910004,151.5,151.5,1247500,0.235984328
2018-12-11,154.960007,158.830002,153.110001,154.669998,154.669998,1530800,0.869770505
2018-12-13,160.979996,164.130005,159.490005,161.059998,161.059998,1238700,0.118275463
2018-12-28,134.119995,136.130005,129.419998,133.460007,133.460007,1376500,0.563374117
2019-01-02,134,139.139999,131.169998,137.600006,137.600006,1232600,0.721740701
2019-01-04,134.509995,139.5,133.160004,138.059998,138.059998,1366100,0.416078546
2019-01-08,147.639999,149.820007,144.009995,145.440002,145.440002,1367700,0.09744276
2019-01-09,146.5,150.330002,144.399994,148.619995,148.619995,1275700,0.515124894
2019-01-11,147.309998,150,146.710007,149.429993,149.429993,685300,0.675460389
2019-01-14,147.270004,149.929993,144.690002,149.100006,149.100006,1455200,0.275396032
2019-01-15,149.589996,155.539993,149.589996,154.300003,154.300003,1638200,0.355043106
2019-01-18,160,160.229996,157.690002,158.429993,158.429993,1142900,0.376441766
